	year	num_level_1	num_level_3	number_tested	num_level_2	pct_level_3_and_4	mean_scale_score	num_level_4	pct_level_4	pct_level_3	pct_level_2	pct_level_1	num_level_3_and_4	boroughBROOKLYN	boroughQUEENS	boroughMANHATTAN	boroughSTATEN ISLAND	boroughBRONX	bindemographic	grade6	grade5	grade8	grade3	grade7	gradeAll Grades	grade4
386	2010	2987	4913	17510	7730	38.8	668	1880	10.7	28.1	44.1	17.1	6793	0	1	0	0	0	1	0	0	0	0	0	1	0
387	2010	5783	35572	102629	28611	66.5	689	32663	31.8	34.7	27.9	5.6	68235	0	1	0	0	0	0	0	0	0	0	0	1	0
388	2011	2765	5748	17770	7605	41.6	669	1652	9.3	32.3	42.8	15.6	7400	0	1	0	0	0	1	0	0	0	0	0	1	0
389	2011	5186	41290	104023	26501	69.5	689	31046	29.8	39.7	25.5	5.0	72336	0	1	0	0	0	0	0	0	0	0	0	1	0
390	2012	2538	5635	16554	6650	44.5	670	1731	10.5	34.0	40.2	15.3	7366	0	1	0	0	0	1	0	0	0	0	0	1	0
391	2012	4942	41097	106247	24973	71.8	692	35235	33.2	38.7	23.5	4.7	76332	0	1	0	0	0	0	0	0	0	0	0	1	0
392	2006	71	186	383	99	55.6	651	27	7.0	48.6	25.8	18.5	213	0	0	0	1	0	1	0	0	0	1	0	0	0
393	2006	217	1905	3922	368	85.1	687	1432	36.5	48.6	9.4	5.5	3337	0	0	0	1	0	0	0	0	0	1	0	0	0
394	2007	41	189	341	80	64.5	661	31	9.1	55.4	23.5	12.0	220	0	0	0	1	0	1	0	0	0	1	0	0	0
395	2007	135	2069	4024	298	89.2	693	1522	37.8	51.4	7.4	3.4	3591	0	0	0	1	0	0	0	0	0	1	0	0	0
396	2008	20	231	347	59	77.2	670	37	10.7	66.6	17.0	5.8	268	0	0	0	1	0	1	0	0	0	1	0	0	0
397	2008	80	2440	4028	274	91.2	693	1234	30.6	60.6	6.8	2.0	3674	0	0	0	1	0	0	0	0	0	1	0	0	0
398	2009	8	296	386	43	86.8	675	39	10.1	76.7	11.1	2.1	335	0	0	0	1	0	1	0	0	0	1	0	0	0
399	2009	46	2575	4133	215	93.7	696	1297	31.4	62.3	5.2	1.1	3872	0	0	0	1	0	0	0	0	0	1	0	0	0
400	2010	72	100	367	171	33.8	676	24	6.5	27.2	46.6	19.6	124	0	0	0	1	0	1	0	0	0	1	0	0	0
401	2010	312	1446	4049	1115	64.8	697	1176	29.0	35.7	27.5	7.7	2622	0	0	0	1	0	0	0	0	0	1	0	0	0
402	2011	87	105	354	156	31.4	674	6	1.7	29.7	44.1	24.6	111	0	0	0	1	0	1	0	0	0	1	0	0	0
403	2011	319	2242	4367	1175	65.8	689	631	14.4	51.3	26.9	7.3	2873	0	0	0	1	0	0	0	0	0	1	0	0	0
404	2012	68	110	348	158	35.1	677	12	3.4	31.6	45.4	19.5	122	0	0	0	1	0	1	0	0	0	1	0	0	0
405	2012	317	2343	4483	1169	66.9	690	654	14.6	52.3	26.1	7.1	2997	0	0	0	1	0	0	0	0	0	1	0	0	0
406	2006	56	111	242	66	49.6	644	9	3.7	45.9	27.3	23.1	120	0	0	0	1	0	1	0	0	0	0	0	0	1
407	2006	187	2114	4034	487	83.3	683	1246	30.9	52.4	12.1	4.6	3360	0	0	0	1	0	0	0	0	0	0	0	0	1
408	2007	56	162	349	117	50.4	649	14	4.0	46.4	33.5	16.0	176	0	0	0	1	0	1	0	0	0	0	0	0	1
409	2007	177	2071	3965	454	84.1	685	1263	31.9	52.2	11.5	4.5	3334	0	0	0	1	0	0	0	0	0	0	0	0	1
410	2008	32	141	263	69	61.6	657	21	8.0	53.6	26.2	12.2	162	0	0	0	1	0	1	0	0	0	0	0	0	1
411	2008	143	2183	4043	377	87.1	688	1340	33.1	54.0	9.3	3.5	3523	0	0	0	1	0	0	0	0	0	0	0	0	1
412	2009	30	145	278	64	66.2	664	39	14.0	52.2	23.0	10.8	184	0	0	0	1	0	1	0	0	0	0	0	0	1
413	2009	130	1933	4105	284	89.9	696	1758	42.8	47.1	6.9	3.2	3691	0	0	0	1	0	0	0	0	0	0	0	0	1
414	2010	47	88	332	173	33.7	665	24	7.2	26.5	52.1	14.2	112	0	0	0	1	0	1	0	0	0	0	0	0	1
415	2010	200	1568	4198	1181	67.1	691	1249	29.8	37.4	28.1	4.8	2817	0	0	0	1	0	0	0	0	0	0	0	0	1
416	2011	44	91	303	143	38.3	667	25	8.3	30.0	47.2	14.5	116	0	0	0	1	0	1	0	0	0	0	0	0	1
417	2011	171	1670	4122	920	73.5	694	1361	33.0	40.5	22.3	4.1	3031	0	0	0	1	0	0	0	0	0	0	0	0	1
418	2012	51	103	320	144	39.1	666	22	6.9	32.2	45.0	15.9	125	0	0	0	1	0	1	0	0	0	0	0	0	1
419	2012	173	1732	4314	879	75.6	696	1530	35.5	40.1	20.4	4.0	3262	0	0	0	1	0	0	0	0	0	0	0	0	1
420	2006	45	77	211	73	44.1	643	16	7.6	36.5	34.6	21.3	93	0	0	0	1	0	1	0	1	0	0	0	0	0
421	2006	271	2111	4124	711	76.2	674	1031	25.0	51.2	17.2	6.6	3142	0	0	0	1	0	0	0	1	0	0	0	0	0
422	2007	44	106	248	78	50.8	649	20	8.1	42.7	31.5	17.7	126	0	0	0	1	0	1	0	1	0	0	0	0	0
423	2007	133	2294	4141	515	84.4	682	1199	29.0	55.4	12.4	3.2	3493	0	0	0	1	0	0	0	1	0	0	0	0	0
424	2008	31	131	268	85	56.7	653	21	7.8	48.9	31.7	11.6	152	0	0	0	1	0	1	0	1	0	0	0	0	0
425	2008	97	2182	4085	373	88.5	688	1433	35.1	53.4	9.1	2.4	3615	0	0	0	1	0	0	0	1	0	0	0	0	0
426	2009	8	156	243	49	76.5	668	30	12.3	64.2	20.2	3.3	186	0	0	0	1	0	1	0	1	0	0	0	0	0
427	2009	57	1977	4114	268	92.1	693	1812	44.0	48.1	6.5	1.4	3789	0	0	0	1	0	0	0	1	0	0	0	0	0
428	2010	34	81	236	103	41.9	667	18	7.6	34.3	43.6	14.4	99	0	0	0	1	0	1	0	1	0	0	0	0	0
429	2010	191	1678	4177	1080	69.6	690	1228	29.4	40.2	25.9	4.6	2906	0	0	0	1	0	0	0	1	0	0	0	0	0
430	2011	39	77	244	117	36.1	666	11	4.5	31.6	48.0	16.0	88	0	0	0	1	0	1	0	1	0	0	0	0	0
431	2011	145	1933	4278	966	74.0	692	1234	28.8	45.2	22.6	3.4	3167	0	0	0	1	0	0	0	1	0	0	0	0	0
432	2012	38	85	247	108	40.9	669	16	6.5	34.4	43.7	15.4	101	0	0	0	1	0	1	0	1	0	0	0	0	0
433	2012	177	1677	4175	870	74.9	695	1451	34.8	40.2	20.8	4.2	3128	0	0	0	1	0	0	0	1	0	0	0	0	0
434	2006	73	32	164	56	21.3	617	3	1.8	19.5	34.1	44.5	35	0	0	0	1	0	1	1	0	0	0	0	0	0
435	2006	488	1917	4067	1077	61.5	657	585	14.4	47.1	26.5	12.0	2502	0	0	0	1	0	0	1	0	0	0	0	0	0
436	2007	49	49	164	60	33.5	633	6	3.7	29.9	36.6	29.9	55	0	0	0	1	0	1	1	0	0	0	0	0	0
437	2007	341	2099	3969	822	70.7	667	707	17.8	52.9	20.7	8.6	2806	0	0	0	1	0	0	1	0	0	0	0	0	0
438	2008	41	71	190	78	37.4	635	0	0.0	37.4	41.1	21.6	71	0	0	0	1	0	1	1	0	0	0	0	0	0
439	2008	188	2103	4037	619	80.0	676	1127	27.9	52.1	15.3	4.7	3230	0	0	0	1	0	0	1	0	0	0	0	0	0
440	2009	45	88	223	85	41.7	640	5	2.2	39.5	38.1	20.2	93	0	0	0	1	0	1	1	0	0	0	0	0	0
441	2009	119	2146	4037	543	83.6	682	1229	30.4	53.2	13.5	2.9	3375	0	0	0	1	0	0	1	0	0	0	0	0	0
442	2010	64	28	200	100	18.0	648	8	4.0	14.0	50.0	32.0	36	0	0	0	1	0	1	1	0	0	0	0	0	0
443	2010	309	1376	4045	1241	61.7	681	1119	27.7	34.0	30.7	7.6	2495	0	0	0	1	0	0	1	0	0	0	0	0	0
444	2011	53	29	196	107	18.4	654	7	3.6	14.8	54.6	27.0	36	0	0	0	1	0	1	1	0	0	0	0	0	0
445	2011	268	1454	4029	1144	65.0	684	1163	28.9	36.1	28.4	6.7	2617	0	0	0	1	0	0	1	0	0	0	0	0	0
446	2012	68	30	184	77	21.2	647	9	4.9	16.3	41.8	37.0	39	0	0	0	1	0	1	1	0	0	0	0	0	0
447	2012	332	1397	4118	998	67.7	685	1391	33.8	33.9	24.2	8.1	2788	0	0	0	1	0	0	1	0	0	0	0	0	0
448	2006	69	41	195	82	22.6	619	3	1.5	21.0	42.1	35.4	44	0	0	0	1	0	1	0	0	0	0	1	0	0
449	2006	443	1890	4067	1295	57.3	653	439	10.8	46.5	31.8	10.9	2329	0	0	0	1	0	0	0	0	0	0	1	0	0
450	2007	45	45	168	74	29.2	627	4	2.4	26.8	44.0	26.8	49	0	0	0	1	0	1	0	0	0	0	1	0	0
451	2007	282	1940	4132	1142	65.5	663	768	18.6	47.0	27.6	6.8	2708	0	0	0	1	0	0	0	0	0	0	1	0	0
452	2008	21	55	150	70	39.3	641	4	2.7	36.7	46.7	14.0	59	0	0	0	1	0	1	0	0	0	0	1	0	0
453	2008	126	2157	4103	781	77.9	673	1039	25.3	52.6	19.0	3.1	3196	0	0	0	1	0	0	0	0	0	0	1	0	0
454	2009	10	100	199	85	52.3	650	4	2.0	50.3	42.7	5.0	104	0	0	0	1	0	1	0	0	0	0	1	0	0
455	2009	49	2444	4138	485	87.1	679	1160	28.0	59.1	11.7	1.2	3604	0	0	0	1	0	0	0	0	0	0	1	0	0
456	2010	65	37	217	109	19.8	646	6	2.8	17.1	50.2	30.0	43	0	0	0	1	0	1	0	0	0	0	1	0	0
457	2010	283	1339	4043	1260	61.8	677	1161	28.7	33.1	31.2	7.0	2500	0	0	0	1	0	0	0	0	0	0	1	0	0
458	2011	50	40	186	89	25.3	651	7	3.8	21.5	47.8	26.9	47	0	0	0	1	0	1	0	0	0	0	1	0	0
459	2011	277	1418	4089	1077	66.9	680	1317	32.2	34.7	26.3	6.8	2735	0	0	0	1	0	0	0	0	0	0	1	0	0
460	2012	48	26	145	64	22.8	649	7	4.8	17.9	44.1	33.1	33	0	0	0	1	0	1	0	0	0	0	1	0	0
461	2012	296	1361	4012	1041	66.7	680	1314	32.8	33.9	25.9	7.4	2675	0	0	0	1	0	0	0	0	0	0	1	0	0
462	2006	64	31	160	61	21.9	619	4	2.5	19.4	38.1	40.0	35	0	0	0	1	0	1	0	0	1	0	0	0	0
463	2006	673	1764	4312	1505	49.5	649	370	8.6	40.9	34.9	15.6	2134	0	0	0	1	0	0	0	0	1	0	0	0	0
464	2007	82	42	210	85	20.5	621	1	0.5	20.0	40.5	39.0	43	0	0	0	1	0	1	0	0	1	0	0	0	0
465	2007	534	1856	4170	1310	55.8	655	470	11.3	44.5	31.4	12.8	2326	0	0	0	1	0	0	0	0	1	0	0	0	0
466	2008	39	57	171	68	37.4	638	7	4.1	33.3	39.8	22.8	64	0	0	0	1	0	1	0	0	1	0	0	0	0
467	2008	295	2069	4129	1064	67.1	666	701	17.0	50.1	25.8	7.1	2770	0	0	0	1	0	0	0	0	1	0	0	0	0
468	2009	17	74	163	71	46.0	646	1	0.6	45.4	43.6	10.4	75	0	0	0	1	0	1	0	0	1	0	0	0	0
469	2009	117	2430	4142	852	76.6	673	743	17.9	58.7	20.6	2.8	3173	0	0	0	1	0	0	0	0	1	0	0	0	0
470	2010	56	28	202	112	16.8	652	6	3.0	13.9	55.4	27.7	34	0	0	0	1	0	1	0	0	1	0	0	0	0
471	2010	403	1394	4210	1563	53.3	678	850	20.2	33.1	37.1	9.6	2244	0	0	0	1	0	0	0	0	1	0	0	0	0
472	2011	76	37	208	87	21.6	643	8	3.8	17.8	41.8	36.5	45	0	0	0	1	0	1	0	0	1	0	0	0	0
473	2011	328	1773	4144	1354	59.4	678	689	16.6	42.8	32.7	7.9	2462	0	0	0	1	0	0	0	0	1	0	0	0	0
474	2012	46	34	179	88	25.1	655	11	6.1	19.0	49.2	25.7	45	0	0	0	1	0	1	0	0	1	0	0	0	0
475	2012	237	1738	4101	1405	60.0	679	721	17.6	42.4	34.3	5.8	2459	0	0	0	1	0	0	0	0	1	0	0	0	0
476	2006	378	478	1355	437	39.9	636	62	4.6	35.3	32.3	27.9	540	0	0	0	1	0	1	0	0	0	0	0	1	0
477	2006	2279	11701	24526	5443	68.5	667	5103	20.8	47.7	22.2	9.3	16804	0	0	0	1	0	0	0	0	0	0	0	1	0
478	2007	317	593	1480	494	45.2	644	76	5.1	40.1	33.4	21.4	669	0	0	0	1	0	1	0	0	0	0	0	1	0
479	2007	1602	12329	24401	4541	74.8	674	5929	24.3	50.5	18.6	6.6	18258	0	0	0	1	0	0	0	0	0	0	0	1	0
480	2008	184	686	1389	429	55.9	652	90	6.5	49.4	30.9	13.2	776	0	0	0	1	0	1	0	0	0	0	0	1	0
481	2008	929	13134	24425	3488	81.9	681	6874	28.1	53.8	14.3	3.8	20008	0	0	0	1	0	0	0	0	0	0	0	1	0
482	2009	118	859	1492	397	65.5	660	118	7.9	57.6	26.6	7.9	977	0	0	0	1	0	1	0	0	0	0	0	1	0
483	2009	518	13505	24669	2647	87.2	686	7999	32.4	54.7	10.7	2.1	21504	0	0	0	1	0	0	0	0	0	0	0	1	0
484	2010	338	362	1554	768	28.8	661	86	5.5	23.3	49.4	21.8	448	0	0	0	1	0	1	0	0	0	0	0	1	0
485	2010	1698	8801	24722	7440	63.0	685	6783	27.4	35.6	30.1	6.9	15584	0	0	0	1	0	0	0	0	0	0	0	1	0
486	2011	349	379	1491	699	29.7	661	64	4.3	25.4	46.9	23.4	443	0	0	0	1	0	1	0	0	0	0	0	1	0
487	2011	1508	10490	25029	6636	67.5	686	6395	25.6	41.9	26.5	6.0	16885	0	0	0	1	0	0	0	0	0	0	0	1	0
488	2012	319	388	1423	639	32.7	664	77	5.4	27.3	44.9	22.4	465	0	0	0	1	0	1	0	0	0	0	0	1	0
489	2012	1532	10248	25203	6362	68.7	688	7061	28.0	40.7	25.2	6.1	17309	0	0	0	1	0	0	0	0	0	0	0	1	0
